chrom	chromStart	chromEnd	name	title	trait	genes	orOrBeta	pValue	lincRNAsTranscripts_name	lincRNAsTranscripts_distance	lincRNAsTranscripts_feature	refGene_name	refGene_distance	refGene_feature
chr11	27679915	27679916	rs6265	Genome-wide association yields new sequence variants at seven loci that associate with measures of obesity.	Weight	BDNF	4.00	2E-7	TCONS_00019121	23787	intergenic	BDNF;BDNF-AS	0;0	cds;nc_exon
chr11	27679915	27679916	rs6265	Genome-wide association yields new sequence variants at seven loci that associate with measures of obesity.	Body mass index	BDNF	4.58	5E-10	TCONS_00019121	23787	intergenic	BDNF;BDNF-AS	0;0	cds;nc_exon
chr11	27725985	27725986	rs10767664	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	BDNF	.19	5E-26	TCONS_00019121	69857	intergenic	BDNF;BDNF	0;0	intron+utr5;intron
chr11	27728538	27728539	rs2030323	Common variants at CDKAL1 and KLF9 are associated with body mass index in east Asian populations.	Body mass index	BDNF	.05	4E-16	TCONS_00019121	72410	intergenic	BDNF;BDNF	0;0	intron+utr5;intron
chr11	28009462	28009463	rs1568889	Propensity score-based nonparametric test revealing genetic variants underlying bipolar disorder.	Bipolar disorder	NR	NR	2E-6	TCONS_00019121	353334	intergenic	KIF18A	-32699	intergenic
chr11	29162135	29162136	rs1602565	Identification of loci associated with schizophrenia by genome-wide association and follow-up.	Schizophrenia	Intergenic	1.16	3E-6	TCONS_00019597	0	nc_intron	METTL15	807081	intergenic
chr11	29195136	29195137	rs1491818	Age of onset of amyotrophic lateral sclerosis is modulated by a locus on 1p34.1.	Amyotrophic lateral sclerosis (age of onset)	Intergenic	NR	8E-6	TCONS_00019597	14631	intergenic	KCNA4	-836150	intergenic
chr11	30382898	30382899	rs12294104	Meta-analyses identify 13 loci associated with age at menopause and highlight DNA repair and immune pathways.	Menopause (age at onset)	Intergenic	.23	1E-11	TCONS_00019600	0	nc_exon	MPPED2	-23140	intergenic
chr11	30467499	30467500	rs11031093	Genome-wide association scan for childhood caries implicates novel genes.	Dental caries	MPPED2	1.36	8E-6	TCONS_00019600	84078	intergenic	MPPED2	0	intron
chr11	30508107	30508108	rs545610	Genome-wide association scan for childhood caries implicates novel genes.	Dental caries	Intergenic	1.34	9E-6	TCONS_00019600	124686	intergenic	MPPED2	0	intron
chr11	30749089	30749090	rs963837	Meta-analysis identifies multiple loci associated with kidney function-related traits in east Asian populations.	Renal function-related traits (sCR)	MPPED2, DCDC5	.00	3E-9	TCONS_00019270	-14012	intergenic	DCDC5	-136059	intergenic
chr11	30749089	30749090	rs963837	Meta-analysis identifies multiple loci associated with kidney function-related traits in east Asian populations.	Renal function-related traits (eGRFcrea)	MPPED2, DCDC5	.00	1E-9	TCONS_00019270	-14012	intergenic	DCDC5	-136059	intergenic
chr11	30760334	30760335	rs3925584	Genome-wide association and functional follow-up reveals new loci for kidney function.	Chronic kidney disease	MPPED2	.01	8E-18	TCONS_00019270	-2767	intergenic	DCDC5	-124814	intergenic
chr11	30760334	30760335	rs3925584	Genome-wide association studies of serum magnesium, potassium, and sodium concentrations identify six Loci influencing serum magnesium levels.	Magnesium levels	DCDC5	.01	5E-16	TCONS_00019270	-2767	intergenic	DCDC5	-124814	intergenic
chr11	30768677	30768678	rs10767873	Meta-analysis identifies multiple loci associated with kidney function-related traits in east Asian populations.	Renal function-related traits (BUN)	MPPED2l, DCDC5	.01	5E-16	TCONS_00019270	0	nc_intron	DCDC5	-116471	intergenic
chr11	31210770	31210771	rs16921914	Twenty bone-mineral-density loci identified by large-scale meta-analysis of genome-wide association studies.	Bone mineral density (spine)	DCDC5	.08	2E-9	TCONS_00019603	330173	intergenic	DCDC1	-73399	intergenic
chr11	31905533	31905534	rs652722	Meta-analysis identifies common variants associated with body mass index in east Asians.	Body mass index	PAX6	2.75	8E-8	TCONS_l2_00004957	-228061	intergenic	DKFZp686K1684	0	nc_intron
chr11	32364186	32364187	rs2057178	Common variants at 11p13 are associated with susceptibility to tuberculosis.	Tuberculosis	WT1	1.10	3E-11	TCONS_l2_00004466	-108721	intergenic	WT1	-45134	intergenic
chr11	32522006	32522007	rs10767942	Genome-wide association scan of quantitative traits for attention deficit hyperactivity disorder identifies novel associations and confirms candidate gene associations.	Attention deficit hyperactivity disorder	Intergenic	NR	8E-6	TCONS_l2_00004468	0	nc_exon	WT1-AS	60386	intergenic
chr11	32895663	32895664	rs10767971	Genomewide association study for onset age in Parkinson disease.	Parkinson's disease (age of onset)	QSER1, PRRG4	3.24	5E-7	TCONS_00019608	-129474	intergenic	PRRG4	15994	intergenic
chr11	33588209	33588210	rs10437629	A genome-wide association study of attempted suicide.	Suicide attempts in bipolar disorder	C11orf41	1.34	4E-6	TCONS_00019609	-247476	intergenic	KIAA1549L	0	intron
chr11	33868606	33868607	rs11032423	A genome-wide study of common SNPs and CNVs in cognitive performance in the CANTAB.	Cognitive performance	LMO2	NR	8E-6	TCONS_00019609	24705	intergenic	LMO2	-11515	intergenic
chr11	34605434	34605435	rs5028798	Genetic correlates of brain aging on MRI and cognitive test measures: a genome-wide association and linkage analysis in the Framingham Study.	Volumetric brain MRI	EHF	NR	3E-6	TCONS_l2_00004475	4566	intergenic	EHF	-37152	intergenic
chr11	34655362	34655363	rs286913	Genome-wide pharmacogenomic study of neurocognition as an indicator of antipsychotic treatment response in schizophrenia.	Response to antipsychotic treatment	EHF	NR	7E-8	TCONS_l2_00004475	54494	intergenic	EHF;EHF	0;0	intron;intron+utr5
chr11	34805848	34805849	rs7929679	Genome-Wide Association Analysis of Blood Biomarkers in Chronic Obstructive Pulmonary Disease.	Chronic obstructive pulmonary disease-related biomarkers	APIP, EHF	NR	7E-9	TCONS_00019614	-71009	intergenic	APIP	-97993	intergenic
chr11	34834203	34834204	rs12793173	Genome-wide association and linkage identify modifier loci of lung disease severity in cystic fibrosis at 11p13 and 20q13.2.	Cystic fibrosis severity	APIP, EHF	NR	1E-9	TCONS_00019614	-42654	intergenic	APIP	-69638	intergenic
chr11	35155731	35155732	rs2785173	Genome-wide association study identifies three common variants associated with serologic response to vitamin E supplementation in men.	Response to Vitamin E supplementation	CD44	1.94	3E-6	TCONS_00019616	0	nc_intron	CD44	-4684	intergenic
chr11	35280851	35280852	rs10768122	Genome-wide association analyses identify 13 new susceptibility loci for generalized vitiligo.	Vitiligo	CD44	1.22	2E-9	TCONS_00019616	122767	intergenic	SLC1A2	0	exon+utr3
chr11	35329614	35329615	rs3794087	Polymorphisms in the glial glutamate transporter SLC1A2 are associated with essential tremor.	Essential tremor	SLC1A2	1.43	1E-7	TCONS_00019616	171530	intergenic	SLC1A2	0	intron
chr11	35701235	35701236	rs7928794	Genomewide association study of movement-related adverse antipsychotic effects.	Response to antipsychotic therapy (extrapyramidal side effects)	TRIM44	NR	8E-6	TCONS_00019616	543151	intergenic	TRIM44	0	intron
chr11	37012536	37012537	rs391317	A genome-wide association study of inflammatory biomarker changes in response to fenofibrate treatment in the Genetics of Lipid Lowering Drug and Diet Network.	Inflammatory biomarkers	Intergeic	NR	5E-7	TCONS_00019275	-1198122	intergenic	C11orf74	331719	intergenic
chr11	37870980	37870981	rs16930685	Genome-wide association study identifies nidogen 1 (NID1) as a susceptibility locus to cutaneous nevi and melanoma risk.	Cutaneous nevi	C11orf74	.10	2E-6	TCONS_00019275	-339678	intergenic	C11orf74	1190163	intergenic
chr11	38288592	38288593	rs11034653	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	Immune reponse to smallpox (secreted IL-12p40)	LOC100132631	NR	2E-7	TCONS_00019275	77208	intergenic	C11orf74	1607775	intergenic
chr11	39327958	39327959	rs12808199	An integration of genome-wide association study and gene expression profiling to prioritize the discovery of novel susceptibility Loci for osteoporosis-related traits.	Osteoporosis	LRRC4C	.21	9E-7	TCONS_l2_00004485	61061	intergenic	LRRC4C	-807791	intergenic
chr11	39908661	39908662	rs11035577	Genome-wide association study of temperament in bipolar disorder reveals significant associations with three novel Loci.	Temperament (bipolar disorder)	LRRC4C	1.03	6E-6	TCONS_l2_00004485	641764	intergenic	LRRC4C	-227088	intergenic
chr11	40837712	40837713	rs4611189	Genome-wide pharmacogenomic study of neurocognition as an indicator of antipsychotic treatment response in schizophrenia.	Reasoning	Intergenic	NR	6E-7	TCONS_00019621	-896204	intergenic	LRRC4C	0	intron+utr5
chr11	41852663	41852664	rs1484948	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	Intergenic	.16	2E-6	TCONS_00019279	0	nc_intron	LOC100507205	-356628	intergenic
chr11	41915365	41915366	rs9300039	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	Intergenic	1.48	6E-8	TCONS_00019281	31990	intergenic	LOC100507205	-293926	intergenic
chr11	42315885	42315886	rs7394570	Genome-wide association study of antibody response to smallpox vaccine.	Immune response to smallpox vaccine (IL-6)	LOC387761	NR	1E-6	TCONS_00019282	32423	intergenic	LOC100507205	40645	intergenic
chr11	43086093	43086094	rs10501293	A genome-wide study of common SNPs and CNVs in cognitive performance in the CANTAB.	Cognitive performance	API5	NR	5E-6	TCONS_l2_00004492	-504718	intergenic	HNRNPKP3	-196959	intergenic
chr11	43728329	43728330	rs11037575	Common variation at 6q16 within HACE1 and LIN28B influences susceptibility to neuroblastoma.	Neuroblastoma	HSD17B12	1.23	5E-8	TCONS_00019284	33397	intergenic	HSD17B12	0	intron
chr11	44603327	44603328	rs730129	Genome wide association study for plasma levels of natural anticoagulant inhibitors and protein C anticoagulant pathway: the MARTHA project.	Hemostatic factors and hematological phenotypes	CD82	2.55	7E-6	TCONS_00019626	55719	intergenic	CD82	0	intron+utr5
chr11	44843133	44843134	rs11038167	Genome-wide association study identifies a susceptibility locus for schizophrenia in Han Chinese at 11p11.2.	Schizophrenia	TSPAN18	1.29	1E-11	TCONS_00019627	-151192	intergenic	TSPAN18	0	intron+utr5
chr11	45813580	45813581	rs12285276	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	Visceral fat	CRY2, SLC35C1	NR	9E-6	TCONS_00019633	40428	intergenic	SLC35C1	-12041	intergenic
chr11	45873090	45873091	rs11605924	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting glucose-related traits (interaction with BMI)	CRY2	NR	4E-15	TCONS_00019633	99938	intergenic	CRY2	0	intron
chr11	45873090	45873091	rs11605924	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Fasting glucose-related traits	CRY2	NR	1E-14	TCONS_00019633	99938	intergenic	CRY2	0	intron
chr11	46052574	46052575	rs16938437	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	PHF21A	3.70	6E-8	TCONS_00019299	-128673	intergenic	PHF21A	0	intron
chr11	46379441	46379442	rs11038871	Association of IFIH1 and other autoimmunity risk alleles with selective IgA deficiency.	Immunoglobulin A	DGKZ, MDK, AMBRA1, HARBI1, ATG13, F2, CKAP5	1.36	2E-6	TCONS_00019635	87276	intergenic	DGKZ	0	intron
chr11	46722220	46722221	rs7932354	Twenty bone-mineral-density loci identified by large-scale meta-analysis of genome-wide association studies.	Bone mineral density (hip)	ARHGAP1	.07	4E-9	TCONS_00019635	430055	intergenic	ARHGAP1	5	intergenic
chr11	46743246	46743247	rs3136441	Biological, clinical and population relevance of 95 loci for blood lipids.	HDL cholesterol	LRP4,NR1H3	.78	3E-18	TCONS_00019635	451081	intergenic	F2	0	intron
chr11	46849359	46849360	rs1007738	New sequence variants associated with bone mineral density.	Bone mineral density (hip)	LRP4	.08	7E-7	TCONS_00019635	557194	intergenic	CKAP5	0	intron+utr5
chr11	46893107	46893108	rs2306029	Genetic predictors of fibrin D-dimer levels in healthy adults.	D-dimer levels	LRP4	.03	8E-6	TCONS_00019635	600942	intergenic	LRP4;LRP4-AS1	0;0	cds;nc_intron
chr11	47127152	47127153	rs7117404	Genetic predictors of fibrin D-dimer levels in healthy adults.	D-dimer levels	C11orf49	.04	9E-6	TCONS_00019635	834987	intergenic	C11orf49	0	intron
chr11	47275063	47275064	rs10838681	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	NR1H3	.08	1E-9	TCONS_00019635	982898	intergenic	NR1H3;NR1H3	0;0	intron;intron+utr5
chr11	47286289	47286290	rs7120118	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	HDL cholesterol	NR1H3	.04	4E-8	TCONS_00019635	994124	intergenic	NR1H3	0	intron
chr11	47293798	47293799	rs10501320	Genome-wide association identifies nine common variants associated with fasting proinsulin levels and provides new insights into the pathophysiology of type 2 diabetes.	Proinsulin levels	MADD	NR	1E-88	TCONS_00019635	1001633	intergenic	MADD	0	intron+utr5
chr11	47312891	47312892	rs10838687	Genome-wide association identifies nine common variants associated with fasting proinsulin levels and provides new insights into the pathophysiology of type 2 diabetes.	Proinsulin levels	MADD	NR	7E-12	TCONS_00019635	1020726	intergenic	MADD	0	intron
chr11	47336319	47336320	rs7944584	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting glucose-related traits (interaction with BMI)	MADD	NR	4E-12	TCONS_00019635	1044154	intergenic	MADD	0	intron
chr11	47336319	47336320	rs7944584	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Fasting glucose-related traits	MADD	NR	2E-18	TCONS_00019635	1044154	intergenic	MADD	0	intron
chr11	47440757	47440758	rs2293579	Discovery and fine mapping of serum protein loci through transethnic meta-analysis.	Serum albumin level	PSMC3	.01	8E-8	TCONS_00019635	1148592	intergenic	PSMC3	0	intron
chr11	47440757	47440758	rs2293579	Discovery and fine mapping of serum protein loci through transethnic meta-analysis.	Serum albumin level	PSMC3	.01	1E-7	TCONS_00019635	1148592	intergenic	PSMC3	0	intron
chr11	47650992	47650993	rs3817334	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	MTCH2, NDUFS3, CUGBP1	.06	2E-12	TCONS_l2_00004998	-1356286	intergenic	MTCH2	0	intron
chr11	47663048	47663049	rs10838738	Six new loci associated with body mass index highlight a neuronal influence on body weight regulation.	Body mass index	MTCH2	.07	5E-9	TCONS_l2_00004998	-1344230	intergenic	MTCH2	0	intron
chr11	48098279	48098280	rs10838801	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	PTPRJ/SLC39A13	.03	4E-12	TCONS_l2_00004998	-908999	intergenic	PTPRJ	0	intron
chr11	48115088	48115089	rs3942852	Identification of germline susceptibility loci in ETV6-RUNX1-rearranged childhood acute lymphoblastic leukemia.	Acute lymphoblastic leukemia (childhood)	PTPRJ	NR	1E-6	TCONS_l2_00004998	-892190	intergenic	PTPRJ	0	intron
chr11	48207258	48207259	rs11039571	Genetic predictors of fibrin D-dimer levels in healthy adults.	D-dimer levels	PTPRJ	.04	9E-6	TCONS_l2_00004998	-800020	intergenic	PTPRJ	14864	intergenic
chr11	48333359	48333360	rs1483121	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting glucose-related traits (interaction with BMI)	OR4S1	NR	2E-8	TCONS_l2_00004998	-673919	intergenic	OR4S1	4655	intergenic
chr11	48382470	48382471	rs1351696	Genetic predictors of fibrin D-dimer levels in healthy adults.	D-dimer levels	OR4C45	.04	8E-6	TCONS_l2_00004998	-624808	intergenic	OR4C45	8471	intergenic
chr11	48518892	48518893	rs7395662	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	HDL cholesterol	MADD, FOLH1	.07	6E-11	TCONS_l2_00004998	-488386	intergenic	OR4A47	7618	intergenic
chr11	49559171	49559172	rs1814175	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	FOLH1	.02	2E-8	TCONS_l2_00005002	120847	intergenic	LOC440040	-20907	intergenic
chr11	51414217	51414218	rs5017948	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	OR4A5	.03	3E-8	TCONS_l2_00004520	1101049	intergenic	OR4A5	1769	intergenic
chr11	55136218	55136219	rs7927370	Differential genetic associations for systemic lupus erythematosus based on anti-dsDNA autoantibody production.	Systemic lupus erythematosus	OR4A15	1.92	7E-6	TCONS_l2_00005372	70510	intergenic	OR4A15	0	cds
