chrom	chromStart	chromEnd	name	trait	genes	orOrBeta	pValue
chr13	33147547	33147548	rs7332115	Height	PDS5B/BRCA2	.02	6E-10
chr13	33387245	33387246	rs990324	Total ventricular volume	PDS5B	.01	5E-6
chr13	33693836	33693837	rs9315204	Intracranial aneurysm	STARD13	1.20	3E-9
chr13	34654917	34654918	rs690705	Alzheimer's disease	RFC3	NR	6E-7
chr13	36177818	36177819	rs1777672	HIV-1 control	Intergenic	NR	4E-7
chr13	36351765	36351766	rs7328278	Asthma (childhood onset)	NR	.13	3E-6
chr13	36476446	36476447	rs6563210	Height	DCLK1	.04	7E-7
chr13	36531547	36531548	rs34065801	Breast size	FAM48A	.10	6E-6
chr13	36652616	36652617	rs1926320	Vertical cup-disc ratio	DCLK1	.01	1E-8
chr13	36663301	36663302	rs9315385	Heart rate variability traits	DCAMKL1	NR	8E-6
chr13	36771016	36771017	rs7327064	Economic and political preferences	SOHLH2	.14	6E-6
chr13	38035188	38035189	rs1590305	Hip geometry	Intergenic	NR	3E-6
chr13	38531580	38531581	rs9548119	Self-rated health	Intergenic	.03	9E-6
chr13	39370594	39370595	rs9594293	Cytomegalovirus antibody response	FREM2	.23	7E-6
chr13	39516626	39516627	rs9315632	Metabolic syndrome	STOML3	NR	3E-6
chr13	40118067	40118068	rs9315702	Hippocampal atrophy	LHFP	NR	2E-8
chr13	40350911	40350912	rs7993214	Psoriasis	COG6	1.41	2E-6
chr13	40505509	40505510	rs9548988	Ulcerative colitis	Intergenic	1.10	3E-7
chr13	40807482	40807483	rs10492681	Select biomarker traits	Intergenic	NR	2E-6
chr13	40948150	40948151	rs913246	Bipolar disorder and schizophrenia	NR	1.94	7E-6
chr13	41013976	41013977	rs941823	Ulcerative colitis	Intergenic	1.12	4E-12
chr13	41109428	41109429	rs2755237	Central corneal thickness	FOXO1	.17	1E-8
chr13	41110883	41110884	rs2721051	Central corneal thickness	FOXO1	.24	5E-10
chr13	41558109	41558110	rs7329174	Systemic lupus erythematosus	ELF1	1.26	1E-8
chr13	42139244	42139245	rs17594362	Multiple sclerosis	KIAA0564	1.11	4E-6
chr13	42631718	42631719	rs6561030	Height	DGKH	.05	7E-6
chr13	42653436	42653437	rs1012053	Bipolar disorder	DGKH	1.59	2E-8
chr13	42754521	42754522	rs4142110	Nephrolithiasis	DGKH	1.14	5E-9
chr13	42951448	42951449	rs9533090	Bone mineral density (spine)	AKAP11	.12	5E-25
chr13	42952144	42952145	rs9594738	Bone mineral density	RANKL	.15	4E-6
chr13	42952144	42952145	rs9594738	Bone mineral density (hip)	RANKL	.10	2E-8
chr13	43032592	43032593	rs9594759	Bone mineral density (spine)	RANKL	.12	2E-17
chr13	43032592	43032593	rs9594759	Bone mineral density (spine)	RANKL	.17	2E-21
chr13	43052879	43052880	rs2062305	Crohn's disease	TNFSF11	1.10	5E-10
chr13	43116132	43116133	rs1021188	Bone mineral density	RANKL	3.89	2E-14
chr13	43128576	43128577	rs9525638	Cortical thickness	TNFSF11, RANKL	.09	4E-9
chr13	43727848	43727849	rs1324015	Cognitive performance	DNAJC15	NR	9E-6
chr13	44217063	44217064	rs4942242	Response to tocilizumab in rheumatoid arthritis	ENOX1	.13	2E-7
chr13	44457924	44457925	rs3764147	Crohn's disease	C13orf31	1.17	1E-10
chr13	44457924	44457925	rs3764147	Leprosy	C13orf31	1.68	4E-54
chr13	44457924	44457925	rs3764147	Crohn's disease	Unknown	1.25	2E-13
chr13	44627787	44627788	rs17065323	Uric acid levels	NR	4.29	4E-6
chr13	44637404	44637405	rs9567349	Prostate cancer (gene x gene interaction)	NCRNA00284	1.64	4E-6
chr13	44808173	44808174	rs9533799	Amyotrophic lateral sclerosis	Intergenic	1.17	4E-6
chr13	45055090	45055091	rs17065868	Antineutrophil cytoplasmic antibody-associated vasculitis	TSC22D1	NR	3E-6
chr13	45900266	45900267	rs7323755	Myopia (pathological)	Intergenic	NR	2E-13
chr13	46833716	46833717	rs958546	Atrial fibrillation	Intergenic	NR	5E-6
chr13	47573615	47573616	rs12583882	Subcutaneous adipose tissue	HTR2A	NR	6E-6
chr13	47898878	47898879	rs1417205	Cannbis use (initiation)	GNG5P5	.06	8E-7
chr13	48162557	48162558	rs2478333	QT interval	Intergenic	.17	4E-8
chr13	48198715	48198716	rs1575891	Cardiac hypertrophy	HTR2A	NR	6E-6
chr13	48387721	48387722	rs8001976	Aging (time to event)	SUCLA2	1.09	3E-6
chr13	48436924	48436925	rs11620399	Visceral adipose tissue/subcutaneous adipose tissue ratio	SUCLA2	NR	5E-6
chr13	48436924	48436925	rs11620399	Visceral adipose tissue adjusted for BMI	SUCLA2	NR	5E-6
chr13	50080846	50080847	rs2031532	Cardiac hypertrophy	PHF11	NR	5E-6
chr13	50306220	50306221	rs3736830	Menopause (age at onset)	KPNA3	.18	9E-8
chr13	50835714	50835715	rs2762051	Celiac disease	Intergenic	1.13	7E-7
chr13	50841322	50841323	rs806321	Multiple sclerosis	DLEU1	1.08	5E-7
chr13	50842439	50842440	rs9596270	Multiple sclerosis	Intergenic	1.35	7E-7
chr13	50986117	50986118	rs201789	Anthropometric traits	XTP6	.17	6E-6
chr13	51066622	51066623	rs1262778	Bipolar disorder and major depressive disorder (combined)	Intergenic	NR	8E-6
chr13	51094113	51094114	rs9316500	Pulmonary function decline	DLEU7	.14	5E-6
chr13	51105333	51105334	rs3118905	Height	DLEU7	.06	1E-45
chr13	51106554	51106555	rs1239947	Height	DLEU7	3.80	8E-6
chr13	51111354	51111355	rs3116602	Height	DLEU7	.04	7E-9
chr13	51116900	51116901	rs3118914	Height	DLEU7	.08	4E-10
chr13	53494693	53494694	rs9536318	Airflow obstruction	PCDH8	1.25	8E-7
chr13	53517883	53517884	rs732949	Immune response to anthrax vaccine	PCDH8,OLFM4	.17	8E-6
chr13	53968090	53968091	rs10507577	Select biomarker traits	Intergenic	NR	3E-6
chr13	54064980	54064981	rs9568856	Obesity	OLFM4	1.22	2E-9
chr13	54435236	54435237	rs6561750	Bipolar disorder and schizophrenia	NR	1.23	9E-6
chr13	54581086	54581087	rs9536591	Stroke	Intergenic	1.92	6E-6
chr13	56772695	56772696	rs1512651	Warfarin maintenance dose	NR	NR	6E-6
chr13	58904312	58904313	rs10492604	Sleep duration	Intergenic	NR	4E-6
chr13	59128525	59128526	rs4886088	Subcutaneous adipose tissue	PCDH17	NR	8E-6
chr13	59953465	59953466	rs12585963	Breast size	TDRD3	.08	2E-6
chr13	61113738	61113739	rs4886238	Menopause (age at onset)	TDRD3	.17	1E-10
chr13	61513668	61513669	rs7337573	Phospholipid levels (plasma)	PCDH20	.80	2E-8
chr13	61678911	61678912	rs3106598	Longevity	PCDH20	NR	1E-6
chr13	63436799	63436800	rs2204037	QT interval	NR	1.38	5E-7
chr13	63634349	63634350	rs9317284	Bone mineral density	Intergenic	NR	2E-7
chr13	63638328	63638329	rs3119939	Asthma	PCDH20	1.08	8E-6
chr13	66120783	66120784	rs1333026	Body mass index	Intergenic	NR	8E-6
chr13	66356340	66356341	rs17077331	Pulmonary function decline	PCDH9	.50	4E-6
chr13	66481814	66481815	rs1585440	Pancreatic cancer	LOC387933	1.30	9E-6
chr13	66967621	66967622	rs17081231	Obesity	PCDH9	NR	7E-7
chr13	67696144	67696145	rs2875517	Dental caries	PCDH9	NR	3E-6
chr13	69530663	69530664	rs2066219	Diabetes related insulin traits	Intergenic	NR	9E-6
chr13	70430092	70430093	rs2325244	Response to amphetamines	KLHL1	NR	8E-7
chr13	70454959	70454960	rs11843309	Bilirubin levels	KLHL1	.21	7E-6
chr13	70455660	70455661	rs7984606	Cognitive performance	KLHL1	NR	8E-6
chr13	70846202	70846203	rs9572423	Major depressive disorder	Intergenic	1.54	9E-6
chr13	71883213	71883214	rs9592783	Longevity	DACH1	NR	1E-6
chr13	72174352	72174353	rs9919839	Adverse response to lamotrigine and phenytoin	DACH1	NR	2E-6
chr13	72347695	72347696	rs626277	Chronic kidney disease	DACH1	.01	3E-11
chr13	72688773	72688774	rs9652236	Obsessive-compulsive disorder	DACH1, MZT1	1.40	5E-6
chr13	72768708	72768709	rs4083578	Cognitive performance	AL445923.10	NR	8E-6
chr13	73728138	73728139	rs9600079	Prostate cancer	Intergenic	1.18	3E-9
chr13	73741148	73741149	rs11838472	Myopia (pathological)	Intergenic	NR	3E-17
chr13	73908845	73908846	rs9573163	Pancreatic cancer	NR	1.26	5E-13
chr13	73916627	73916628	rs9543325	Pancreatic cancer	KLF5, KLF12	1.26	3E-11
chr13	73932113	73932114	rs1886449	Pancreatic cancer	LOC730242	1.51	9E-6
chr13	74520185	74520186	rs1886512	Ventricular conduction	KLF12	.40	1E-8
chr13	74730391	74730392	rs8000245	Optic disc size (rim)	LOC730245	.21	8E-6
chr13	74742321	74742322	rs12429889	Sudden cardiac arrest	Intergenic	1.64	5E-20
chr13	74995659	74995660	rs17714988	Immune reponse to smallpox (secreted IFN-alpha)	hCG_1820717	NR	3E-7
chr13	75128113	75128114	rs17718828	Phospholipid levels (plasma)	KLF12	.80	1E-8
chr13	75776267	75776268	rs548097	Heart failure	TBC1D4	1.62	6E-7
chr13	76326281	76326282	rs539514	Type 1 diabetes	LMO7	1.43	6E-11
chr13	78808913	78808914	rs9574199	Total ventricular volume	EDNRB, POU4F1	.00	7E-6
chr13	79359423	79359424	rs17070284	Cognitive performance	RP11-600P1.2	NR	3E-6
chr13	79410573	79410574	rs11838918	Conduct disorder (symptom count)	Intergenic	.28	1E-8
chr13	79410573	79410574	rs11838918	Conduct disorder (case status)	Intergenic	2.26	3E-6
chr13	79455831	79455832	rs1218282	Response to statin therapy	LOC390415, LOC647298, C13orf7	NR	5E-6
chr13	80299721	80299722	rs2039553	Pancreatic cancer	NDFIP2	1.73	7E-6
chr13	80623345	80623346	rs7981942	Fasting insulin-related traits (interaction with BMI)	SPRY2	NR	2E-6
chr13	80668873	80668874	rs9574565	Orofacial clefts	SPRY2	1.31	3E-7
chr13	80692810	80692811	rs8001641	Orofacial clefts	SPRY2	1.35	9E-11
chr13	80692810	80692811	rs8001641	Orofacial clefts	SPRY2	1.31	3E-10
chr13	80717155	80717156	rs1359790	Type 2 diabetes	SPRY2	1.15	6E-9
chr13	80959206	80959207	rs534870	Adiposity	SPRY2	.03	7E-8
chr13	84130231	84130232	rs6563353	Response to citalopram treatment	Intergenic	NR	2E-6
chr13	85032326	85032327	rs17371334	Temperament (bipolar disorder)	SLITRK1	1.05	2E-6
chr13	85054265	85054266	rs9546711	Coronary heart disease	Intergenic	1.66	2E-6
chr13	86690526	86690527	rs7984869	Economic and political preferences (fairness)	Intergenic	.12	3E-6
chr13	87242856	87242857	rs4773460	Hippocampal atrophy	Intergenic	NR	2E-6
chr13	88704705	88704706	rs7323893	Coronary heart disease	Intergenic	.14	1E-7
chr13	88762345	88762346	rs969962	Cognitive performance	AL354896.16	NR	9E-6
chr13	90622454	90622455	rs2882281	Longevity	RP11-388D4.1	NR	1E-6
chr13	90865545	90865546	rs16944141	Prostate cancer (gene x gene interaction)	MIR622	1.54	3E-6
chr13	92015976	92015977	rs8002779	Height	GPC5	.05	3E-6
chr13	92024573	92024574	rs7319045	Height	GPC5	.03	1E-11
chr13	92203812	92203813	rs16946160	Nephrotic syndrome (acquired)	GPC5	1.39	3E-7
chr13	92445228	92445229	rs2352028	Lung cancer	GPC5	1.46	6E-6
chr13	93213475	93213476	rs1413191	HIV-1 control	GPC5	NR	5E-6
chr13	93323145	93323146	rs17267292	Metabolite levels	GPC5	NR	1E-7
chr13	93331885	93331886	rs9523762	Multiple sclerosis	GPC5	1.36	1E-6
chr13	93581790	93581791	rs9523848	Breast size	GPC6	.08	3E-6
chr13	93938705	93938706	rs11839514	Visceral fat	GPC6	NR	4E-6
chr13	94011168	94011169	rs9561329	Neuroticism	GPC6	.17	1E-7
chr13	94341095	94341096	rs9561428	Bipolar disorder and schizophrenia	NR	1.83	9E-6
chr13	94408505	94408506	rs7995215	Attention deficit hyperactivity disorder	GPC6	NR	1E-8
chr13	94870764	94870765	rs1572050	Renal sinus fat	GPC6	.31	6E-6
chr13	94952831	94952832	rs9301951	Disc degeneration (lumbar)	GPC6	.26	9E-7
chr13	95463391	95463392	rs9302001	Panic disorder	Intergenic	NR	3E-7
chr13	95680284	95680285	rs4148546	Longevity	ABCC4	NR	1E-6
chr13	95874955	95874956	rs1926657	Breast cancer	ABCC4	NR	2E-6
chr13	95898206	95898207	rs4148441	Platelet counts	ABCC4	4.12	7E-12
chr13	96951432	96951433	rs2038823	Diabetic retinopathy	HS6ST3	NR	5E-11
chr13	98016415	98016416	rs9556711	Alcoholism (alcohol use disorder factor score)	MBNL2	.16	2E-6
chr13	98016415	98016416	rs9556711	Alcoholism (alcohol dependence factor score)	MBNL2	.17	8E-7
chr13	98831594	98831595	rs9556893	Response to amphetamines	FARP1	NR	6E-6
chr13	98960761	98960762	rs4318070	Total ventricular volume	FARP1	.00	7E-6
chr13	98966316	98966317	rs688872	Brain structure	FARP1	NR	1E-6
chr13	98994029	98994030	rs9584805	Non-alcoholic fatty liver disease histology (lobular)	FARP1	.44	2E-6
chr13	99126302	99126303	rs9517320	Longevity	STK24	NR	1E-6
chr13	99131293	99131294	rs912330	Alzheimer's disease	STK24	1.85	4E-6
chr13	99385989	99385990	rs9582259	Immune reponse to smallpox (secreted IL-1beta)	SLC15A1	NR	3E-8
chr13	100041737	100041738	rs7335046	Basal cell carcinoma	UBAC2	1.26	3E-8
chr13	100518633	100518634	rs41281112	Vitamin B12 levels	CLYBL	83.60	9E-10
chr13	100555037	100555038	rs7992643	Attention deficit hyperactivity disorder	CLYBL	NR	5E-6
chr13	100638391	100638392	rs13542	Orofacial clefts	NR	NR	1E-6
chr13	101708309	101708310	rs2044117	Bipolar disorder and schizophrenia	NALCN	1.30	5E-7
chr13	102000944	102000945	rs7996217	HIV-associated dementia	NALCN	NR	7E-7
chr13	102051089	102051090	rs9557635	Non-small cell lung cancer	NALCN	NR	9E-6
chr13	102553247	102553248	rs9557754	QT interval	NR	1.23	8E-6
chr13	103867103	103867104	rs912969	Smoking behavior	Intergenic	.14	8E-6
chr13	103928006	103928007	rs1529276	Prostate cancer	Intergenic	NR	2E-6
chr13	103969490	103969491	rs4771450	Uric acid levels	NR	.23	2E-6
chr13	104060086	104060087	rs9586179	Phospholipid levels (plasma)	SLC10A2	.05	4E-7
chr13	104091544	104091545	rs583464	Response to amphetamines	Intergenic	NR	3E-6
chr13	104186918	104186919	rs16962638	Insulin resistance/response	Intergenic	15.00	6E-6
chr13	105039145	105039146	rs17450420	Esophageal cancer  (alcohol interaction)	SLC10A2	1.70	5E-8
chr13	105807022	105807023	rs16965962	Response to citalopram treatment	Intergenic	NR	3E-7
chr13	105807022	105807023	rs16965962	Response to citalopram treatment	Intergenic	NR	3E-7
chr13	106096811	106096812	rs11618212	Myopia (pathological)	Intergenic	NR	5E-12
chr13	106589140	106589141	rs7336109	Visceral fat	DAOA	NR	9E-6
chr13	106651660	106651661	rs4996815	Bipolar disorder and schizophrenia	DAOA	1.28	1E-7
chr13	106785264	106785265	rs1372791	Immune reponse to smallpox (secreted IL-2)	LOC341604	NR	4E-7
chr13	107780315	107780316	rs1927745	Depression (quantitative trait)	FAM155A	.16	5E-6
chr13	108257219	108257220	rs957788	Anorexia nervosa	FAM155A	NR	8E-6
chr13	108816224	108816225	rs10492664	Attention deficit hyperactivity disorder and conduct disorder	LIG4, ABHD13	NR	1E-6
chr13	109347658	109347659	rs7984522	Blood pressure	MYO16	NR	7E-7
chr13	109502848	109502849	rs17485138	Dental caries	MYO16	NR	7E-6
chr13	110818597	110818598	rs3742207	Arterial stiffness	COL4A1	21.00	5E-8
chr13	110960711	110960712	rs4773144	Coronary heart disease	COL4A1, COL4A2	1.07	4E-9
chr13	110960942	110960943	rs3809346	Coronary artery calcification	COL4A2	.10	9E-7
chr13	111030577	111030578	rs7319311	Bipolar disorder and schizophrenia	NR	1.25	4E-6
chr13	111470037	111470038	rs767210	Cognitive performance	RP11-120J20.1	NR	3E-7
chr13	111818831	111818832	rs4773330	Bilirubin levels	ARHGEF7	.04	8E-6
chr13	112181436	112181437	rs9555810	Menarche (age at onset)	C13orf16, ARHGEF7	2.30	6E-8
chr13	112221296	112221297	rs7333181	Menopause (age at onset)	LOC121793, ARHGEF7	.52	3E-8
chr13	113331867	113331868	rs7998202	Glycated hemoglobin levels	ATP11A,TUBGCP3	.03	5E-9
chr13	113694508	113694509	rs11842874	Osteoarthritis	MCF2L	1.17	2E-8
chr13	113760033	113760034	rs561241	Prothrombin time	F7	.04	4E-56
chr13	113760033	113760034	rs561241	Factor VII	MCF2L, AB116074, AK092739, AK123267, AB002360, F7, CR603372, F10, PROZ	NR	5E-16
chr13	114012897	114012898	rs7317038	Mean platelet volume	GRTP1	.01	8E-12
chr13	114622596	114622597	rs9604529	Response to tocilizumab in rheumatoid arthritis	Intergenic	.35	7E-7
chr14	20957432	20957433	rs12147450	Response to antipsychotic therapy (extrapyramidal side effects)	Intergenic	NR	6E-7
chr14	21024618	21024619	rs1243647	Prostate cancer (gene x gene interaction)	RNASE9	1.33	1E-6
chr14	21725653	21725654	rs17197037	Bipolar disorder	HNRNPC	1.17	2E-6
chr14	23002683	23002684	rs1154155	Narcolepsy	TRA@	1.54	5E-7
chr14	23002683	23002684	rs1154155	Narcolepsy	TRA-alpha, TRAJ10	1.69	3E-22
chr14	23589056	23589057	rs2239633	Acute lymphoblastic leukemia (childhood)	CEBPE	1.34	3E-7
chr14	23840032	23840033	rs10137082	Type 1 diabetes	NR	1.10	6E-6
chr14	23861810	23861811	rs365990	Electrocardiographic traits	MYH6	5.25	9E-11
chr14	23865884	23865885	rs452036	Resting heart rate	MYH6	7.80	4E-14
chr14	23977009	23977010	rs223116	Resting heart rate	MYH7,NDNG	7.40	3E-8
chr14	24033069	24033070	rs2281680	Sudden cardiac arrest	AP1G2	1.38	6E-8
chr14	24381514	24381515	rs12436436	Bipolar disorder	NR	1.30	5E-6
chr14	24830849	24830850	rs1950500	Height	NFATC4	.03	2E-18
chr14	24883886	24883887	rs8017377	LDL cholesterol	CBLN3,KIAA0323	1.17	4E-11
chr14	25102159	25102160	rs8192917	Vitiligo	GZMB	1.28	3E-8
chr14	25271519	25271520	rs854384	MRI atrophy measures	STXBP6	.00	1E-6
chr14	25479541	25479542	rs11850957	Subcutaneous adipose tissue	STXBP6	NR	6E-6
chr14	25503798	25503799	rs10147992	White blood cell types	STXBP6	.06	1E-8
chr14	27260042	27260043	rs1951082	Attention deficit hyperactivity disorder and conduct disorder	Intergenic	NR	5E-6
chr14	27406891	27406892	rs17111920	Bipolar disorder and schizophrenia	NR	2.41	3E-6
chr14	27800176	27800177	rs2877832	Diabetes related insulin traits	Intergenic	NR	3E-6
chr14	27800176	27800177	rs2877832	Diabetes related insulin traits	Intergenic	NR	2E-6
chr14	29021927	29021928	rs7493138	Longevity	FOXG1	NR	1E-6
chr14	29116694	29116695	rs12587311	Phospholipid levels (plasma)	FOXG1	.01	5E-7
chr14	29249348	29249349	rs2038256	Multiple sclerosis--Brain Glutamate Levels	FOXG1B	NR	2E-6
chr14	30515111	30515112	rs11847697	Body mass index	PRKD1	.17	6E-11
chr14	30594656	30594657	rs225848	Sexual dysfunction (SSRI/SNRI-related)	RP11-269 C4.1	4.42	1E-6
chr14	32093547	32093548	rs7142881	Response to iloperidone treatment (QT prolongation)	NUBPL	NR	2E-6
chr14	32353249	32353250	rs2039485	Brain lesion load	NUBPL	NR	6E-6
chr14	32433857	32433858	rs915071	Bipolar disorder and schizophrenia	NR	1.23	2E-6
chr14	32851024	32851025	rs1951681	Economic and political preferences (environmentalism)	AKAP6	.19	6E-6
chr14	33207521	33207522	rs2300835	Fasting insulin-related traits (interaction with BMI)	AKAP6	NR	5E-7
chr14	33282469	33282470	rs2383378	Anorexia nervosa	AKAP6	NR	6E-6
chr14	33381097	33381098	rs12146962	Ankylosing spondylitis	NR	1.14	9E-6
chr14	33476265	33476266	rs4982029	Schizophrenia, bipolar disorder and depression (combined)	NPAS3	NR	4E-6
chr14	33480921	33480922	rs8015959	Bipolar disorder	NR	1.59	5E-6
chr14	33586562	33586563	rs17460823	Inflammatory biomarkers	NPAS3	NR	2E-6
chr14	35682171	35682172	rs12586317	Psoriasis	NFKBIA, PSMA6	1.15	2E-8
chr14	35832665	35832666	rs8016947	Psoriasis	NFKBIA	1.19	2E-11
chr14	36397679	36397680	rs1168987	Response to antineoplastic agents	Intergenic	2.27	5E-6
chr14	36649245	36649246	rs944289	Thyroid cancer	NKX2-1	1.37	2E-9
chr14	36738360	36738361	rs116909374	Thyroid cancer	MBIP	2.09	5E-11
chr14	37000048	37000049	rs17104630	Height	NKX2-1	.42	8E-6
chr14	39020504	39020505	rs10498345	Coronary spasm	Intergenic	2.33	9E-7
chr14	41523461	41523462	rs1959947	Hemostatic factors and hematological phenotypes	LRFN5	4.76	7E-6
chr14	42655274	42655275	rs2154294	Alcoholism (12-month weekly alcohol consumption)	Intergenic	.08	3E-6
chr14	47403683	47403684	rs12883384	Neuroticism	MAMDC1	NR	7E-7
chr14	47863834	47863835	rs7159841	Hemostatic factors and hematological phenotypes	MAMDC1	NR	2E-7
chr14	47874556	47874557	rs17118552	Response to tocilizumab in rheumatoid arthritis	MDGA2	17.19	2E-7
chr14	48015981	48015982	rs1160351	Sexual dysfunction (SSRI/SNRI-related)	MDGA2	2.92	3E-7
chr14	48564955	48564956	rs7151223	Cognitive performance	AL358335.4	NR	1E-6
chr14	49372800	49372801	rs2352904	Cognitive test performance	Intergenic	NR	2E-6
chr14	49463483	49463484	rs11845208	Immune reponse to smallpox (secreted IL-2)	ATP5GP2	NR	1E-7
chr14	49534424	49534425	rs8013477	Visceral adipose tissue/subcutaneous adipose tissue ratio	RPS29	NR	4E-6
chr14	49951349	49951350	rs1530947	Visceral fat	RPS29	NR	5E-6
chr14	50877982	50877983	rs1265879	Cognitive performance	CDKL1	NR	4E-6
chr14	50973631	50973632	rs17718580	Cognitive performance	MAP4K5	NR	8E-7
chr14	51084234	51084235	rs17122693	Cognitive performance	ATL1,SPG3A	NR	3E-7
chr14	51170878	51170879	rs8020441	Cognitive performance	NIN	NR	5E-7
chr14	51403530	51403531	rs7142143	Acute lymphoblastic leukemia (childhood)	PYGL	3.61	7E-9
chr14	51919821	51919822	rs7153703	Total ventricular volume	FRMD6	.01	3E-6
chr14	52010798	52010799	rs7140150	Brain structure	FRMD6	NR	5E-7
chr14	52077088	52077089	rs1006973	Anticoagulant levels	FRMD6	NR	8E-6
chr14	52233275	52233276	rs11626056	Hippocampal atrophy	FRMD6	NR	1E-6
chr14	52518810	52518811	rs730532	Pulmonary function	NID2	NR	6E-6
chr14	52989227	52989228	rs745080	Orofacial clefts	TXNDC16	1.59	8E-7
chr14	53837484	53837485	rs12434047	Economic and political preferences (fairness)	Intergenic	.13	3E-6
chr14	54072857	54072858	rs1380131	Alcoholism (heaviness of drinking)	Intergenic	.15	9E-6
chr14	54167471	54167472	rs210359	Immune reponse to smallpox (secreted IFN-alpha)	BMP4	NR	8E-8
chr14	54290829	54290830	rs12431733	Parkinson's disease	BMP4	1.13	3E-6
chr14	54410918	54410919	rs4444235	Colorectal cancer	BMP4	1.11	8E-10
chr14	54857285	54857286	rs4293296	Working memory	CDKN3	NR	3E-6
chr14	55348117	55348118	rs3783637	Rheumatoid arthritis	GCH1	1.10	2E-6
